🧑‍🚀,astronaut,aspiration,lost,outer space,lost in thoughts,,,,,,,,,,,,,,
👨‍🚀,man astronaut,aspiration,lost,outer space,lost in thoughts,,,,,,,,,,,,,,
👩‍🚀,woman astronaut,aspiration,lost,outer space,lost in thoughts,,,,,,,,,,,,,,
🧑‍🚒,firefighter,aspiration,gossip,rumour,drama,duty,protection,safety,,,,,,,,,,,
👨‍🚒,man firefighter,aspiration,gossip,rumour,drama,duty,protection,safety,,,,,,,,,,,
👩‍🚒,woman firefighter,aspiration,gossip,rumour,drama,duty,protection,safety,,,,,,,,,,,
👮,police officer,fined,fighting crime,duty,scold,,,,,,,,,,,,,,
👮‍♂️,man police officer,fined,fighting crime,duty,scold,,,,,,,,,,,,,,
👮‍♀️,woman police officer,fined,fighting crime,duty,scold,,,,,,,,,,,,,,
🕵,detective,undercover,examine,investigate,spy,snoop,magnifying,investigate,mysterious,private,research,hidden truth,discover,,,,,,
🕵️‍♂️,man detective,undercover,examine,investigate,spy,snoop,magnifying,investigate,mysterious,private,research,hidden truth,discover,,,,,,
🕵️‍♀️,woman detective,undercover,examine,investigate,spy,snoop,magnifying,investigate,mysterious,private,research,hidden truth,discover,,,,,,
💂,guard,royal family,emotionless,duty,honour,england,,,,,,,,,,,,,
💂‍♂️,man guard,royal family,emotionless,duties,honour,england,,,,,,,,,,,,,
💂‍♀️,woman guard,royal family,emotionless,duties,honour,england,,,,,,,,,,,,,
🥷,ninja,mask,sneaky,spies,silent,out of sight,quick,,,,,,,,,,,,
👷,construction worker,safety,hard work,builder,creator,do it yourself,hiring,explaining,,,,,,,,,,,
👷‍♂️,man construction worker,safety,hard work,builder,creator,do it yourself,hiring,explaining,,,,,,,,,,,
👷‍♀️,woman construction worker,safety,hard work,builder,creator,do it yourself,hiring,explaining,,,,,,,,,,,
🤴,prince,royal,crown,success,british,wealthy,sarcastic,perfect,compliment,handsome,capriciousness,superiority,prude,whimsical,,,,,
👸,princess,royal,crown,success,british,wealthy,sarcastic,perfect,compliment,gorgeous,capriciousness,superiority,prude,whimsical,,,,,
👳,person wearing turban,muslim,sikhs,spiritual,ramadan,oriental,towel,fashion,,,,,,,,,,,
👳‍♂️,man wearing turban,muslim,sikhs,spiritual,ramadan,oriental,towel,fashion,,,,,,,,,,,
👳‍♀️,woman wearing turban,muslim,sikhs,spiritual,ramadan,oriental,towel,fashion,,,,,,,,,,,
👲,person with skullcap,asian,travel,stereotypical,,,,,,,,,,,,,,,
🧕,woman with headscarf,middle eastern,muslim,religion,curiosity,fashion,,,,,,,,,,,,,
🤵,person in tuxedo,fancy,celebration,big event,banquet,prom,ceremony,marriage,sophisticated,attractive,charming,,,,,,,,
🤵‍♂️,man in tuxedo,fancy,celebration,big event,banquet,prom,ceremony,marriage,sophisticated,attractive,charming,james bond,,,,,,,
🤵‍♀️,woman in tuxedo,fancy,celebration,big event,banquet,prom,ceremony,marriage,sophisticated,attractive,charming,lesbian,comfort zone,comfortable,,,,,
👰,person with veil,bride to be,wedding,tradition,married,celebration,love,ceremonies,future,planning ,whimsical,magical,dress up,,,,,,
👰‍♂️,man with veil,bride to be,wedding,married,celebration,love,ceremonies,future,planning ,whimsical,magical,dress up,pansy,gay ,transgender,poke fun,feminine side,,
👰‍♀️,woman with veil,bride to be,wedding,tradition,married,celebration,love,ceremonies,future,planning ,whimsical,magical,dress up,,,,,,
🤰,pregnant woman,baby,family,pregnant,hungry,expecting,parenthood,desire,jokingly,fat,mum,,,,,,,,
🤱,breast feeding,mum,love,pacify,satisfies,motherly,poke fun,babied,big baby,,,,,,,,,,
👩‍🍼,woman feeding baby,mum,love,pacify,satisfies,motherly,poke fun,babied,big baby,,,,,,,,,,
👨‍🍼,man feeding baby,bond,pacify,satisfies,poke fun,babied,big baby,proud dad,,,,,,,,,,,
🧑‍🍼,person feeding baby,bond,pacify,satisfies,poke fun,babied,big baby,proud dad,,,,,,,,,,,
👼,baby angel,angelic,toddler,christmas,parenthood,love,adorable,unborn baby,innocence,purity,cuteness,,,,,,,,
🎅,santa claus,christmas,celebration,winter,presents,miracles,naughty,,,,,,,,,,,,
🤶,mrs claus,christmas,celebration,winter,presents,miracles,,,,,,,,,,,,,
🧑‍🎄,mx claus,christmas,celebration,winter,presents,miracles,gender inclusive,folklore,,,,,,,,,,,
🦸,superhero,save the world,good person,heroic,goodness,,,,,,,,,,,,,,
🦸‍♂️,man superhero,save the world,good person,heroic,goodness,,,,,,,,,,,,,,
🦸‍♀️,woman superhero,save the world,good person,heroic,goodness,,,,,,,,,,,,,,
🦹,supervillain,revenge,darkened mood,evil,mad,plotting,trickster,,,,,,,,,,,,
🦹‍♂️,man supervillain,revenge,darkened mood,evil,mad,plotting,trickster,,,,,,,,,,,,
🦹‍♀️,woman supervillain,revenge,darkened mood,evil,mad,plotting,trickster,,,,,,,,,,,,
🧙,mage,fantasy,themed,magical,,,,,,,,,,,,,,,
🧙‍♂️,man mage,fantasy,themed,magical,,,,,,,,,,,,,,,
🧙‍♀️,woman mage,fantasy,themed,magical,,,,,,,,,,,,,,,
🧚,fairy,magic,luck,goodness,godmother,,,,,,,,,,,,,,
🧚‍♂️,man fairy,magic,luck,goodness,godfather,,,,,,,,,,,,,,
🧚‍♀️,woman fairy,magic,luck,goodness,godmother,,,,,,,,,,,,,,
🧛,vampire,thirsty,nocturnal,suck blood,hungry,sexual fantasy,night person,twilight,,,,,,,,,,,
🧛‍♂️,man vampire,thirsty,nocturnal,suck blood,hungry,sexual fantasy,night person,twilight,,,,,,,,,,,
🧛‍♀️,woman vampire,thirsty,nocturnal,suck blood,hungry,sexual fantasy,night person,twilight,,,,,,,,,,,
🧜,merperson,magical,mythical,sea life,scuba diving,swimmer,singer,,,,,,,,,,,,
🧜‍♂️,merman,magical,mythical,sea life,scuba diving,swimmer,singer,,,,,,,,,,,,
🧜‍♀️,mermaid,magical,mythical,sea life,scuba diving,swimmer,singer,,,,,,,,,,,,
🧝,elf,mythical,graceful,helper,knowledge,nature,earth,christmas,,,,,,,,,,,
🧝‍♂️,man elf,mythical,graceful,helper,knowledge,nature,earth,christmas,warriors,defend,,,,,,,,,
🧝‍♀️,woman elf,mythical,graceful,helper,knowledge,nature,earth,christmas,warriors,healers,nurturers ,,,,,,,,
🧞,genie,wishes,magic,favours,,,,,,,,,,,,,,,
🧞‍♂️,man genie,wishes,magic,favours,,,,,,,,,,,,,,,
🧞‍♀️,woman genie,wishes,magic,favours,,,,,,,,,,,,,,,
🧟,zombie,horror,brain,living dead,apocalypse,addiction,hunger,warn,outbreak,starving,,,,,,,,,
🧟‍♂️,man zombie,horror,brain,living dead,apocalypse,addiction,hunger,warn,outbreak,starving,,,,,,,,,
🧟‍♀️,woman zombie,horror,brain,living dead,apocalypse,addiction,hunger,warn,outbreak,starving,,,,,,,,,
💆,person getting massage,enjoying,relaxed,headache,migraine,self care,hint,busy working day,stressed,,,,,,,,,,
💆‍♂️,man getting massage,enjoying,relaxed,headache,migraine,self care,hint,busy working day,stressed,,,,,,,,,,
💆‍♀️,woman getting massage,enjoying,relaxed,headache,migraine,self care,hint,busy working day,stressed,,,,,,,,,,
💇,person getting haircut,new look,hairdresser,changing,style,preparations,big event,,,,,,,,,,,,
💇‍♂️,man getting haircut,new look,hairdresser,changing,style,preparations,big event,,,,,,,,,,,,
💇‍♀️,woman getting haircut,new look,hairdresser,changing,style,preparations,big event,beauty,,,,,,,,,,,
🚶,person walking,slow,leaving,short walk,late,casually,pedestrians,hanging out,walking away,,,,,,,,,,
🚶‍♂️,man walking,slow,leaving,short walk,late,casually,pedestrians,hanging out,walking away,,,,,,,,,,
🚶‍♀️,woman walking,slow,leaving,short walk,late,casually,pedestrians,hanging out,walking away,,,,,,,,,,
🧍,person standing,awkwardness,show up,gathering,group,,,,,,,,,,,,,,
🧍‍♂️,man standing,awkwardness,show up,gathering,group,romantic,,,,,,,,,,,,,
🧍‍♀️,woman standing,awkwardness,show up,gathering,group,lady’s only,,,,,,,,,,,,,
🧎,person kneeling,prayer,forgiveness,apology,wronged,tired,submission,sexual,hint,,,,,,,,,,
🧎‍♂️,man kneeling,prayer,forgiveness,apology,wronged,tired,submission,sexual,hint,,,,,,,,,,
🧎‍♀️,woman kneeling,prayer,forgiveness,apology,wronged,tired,submission,sexual,hint,,,,,,,,,,
🧑‍🦯,person with white cane,blind,vision impaired,careful,searching,lost,lack of sight,special needs,,,,,,,,,,,
👨‍🦯,man with white cane,blind,vision impaired,careful,searching,lost,lack of sight,special needs,,,,,,,,,,,
👩‍🦯,woman with white cane,blind,vision impaired,careful,searching,lost,lack of sight,special needs,,,,,,,,,,,
🧑‍🦼,person in motorized wheelchair,lazy,speed,tired,low energy level,sticky situation,old,,,,,,,,,,,,
👨‍🦼,man in motorized wheelchair,lazy,speed,tired,low energy level,sticky situation,old,,,,,,,,,,,,
👩‍🦼,woman in motorized wheelchair,lazy,speed,tired,low energy level,sticky situation,old,,,,,,,,,,,,
🧑‍🦽,person in manual wheelchair,slow day,slow,desire for fun,old,,,,,,,,,,,,,,
👨‍🦽,man in manual wheelchair,slow day,slow,desire for fun,old,,,,,,,,,,,,,,
👩‍🦽,woman in manual wheelchair,slow day,slow,desire for fun,old,,,,,,,,,,,,,,
🏃,person running,late,desperate,hurry,fitness,deadline,stress relief,chasing,escaping,,,,,,,,,,
🏃‍♂️,man running,late,desperate,hurry,fitness,deadline,stress relief,chasing,escaping,,,,,,,,,,
🏃‍♀️,woman running,late,desperate,hurry,fitness,deadline,stress relief,chasing,escaping,,,,,,,,,,
💃,woman dancing,fun,salsa,energy,celebration,having a good time,femininity,party,,,,,,,,,,,
🕺,man dancing,fun,tango,energy,celebration,having a good time,femininity,party,,,,,,,,,,,
🕴,person in suit levitating,exclamation,business,superiority,mobster,,,,,,,,,,,,,,
👯,people with bunny ears,fun,friendship,drunk dancing,play boy,sassy,good time,partying,dancer,cabaret,,,,,,,,,
👯‍♂️,men with bunny ears,fun,friendship,drunk dancing,play boy,sassy,good time,partying,dancer,cabaret,,,,,,,,,
👯‍♀️,women with bunny ears,fun,friendship,drunk dancing,play boy,sassy,good time,partying,dancer,cabaret,,,,,,,,,
🧖,person in steamy room,steam room,stress,relax,rough day,weariness,tiresome,cleanse,,,,,,,,,,,
🧖‍♂️,man in steamy room,steam room,stress,relax,rough day,weariness,tiresome,cleanse,,,,,,,,,,,
🧖‍♀️,woman in steamy room,steam room,stress,relax,rough day,weariness,tiresome,cleanse,,,,,,,,,,,
🧗,person climbing,escape,strong,troubling situation,workout,muscles,climbing out,,,,,,,,,,,,
🧗‍♂️,man climbing,escape,strong,troubling situation,workout,muscles,climbing out,,,,,,,,,,,,
🧗‍♀️,woman climbing,escape,strong,troubling situation,workout,muscles,climbing out,,,,,,,,,,,,
🤺,person fencing,opponent,protective,mask,sport,,,,,,,,,,,,,,
🏇,horse racing,riding,galloping,races,exercise,noble,hobby,late,doing an entry,competition,,,,,,,,,
⛷,skier,sport,winter,speed,active,descending,fun,olympic games,,,,,,,,,,,
🏂,snowboarder,sport,winter,speed,active,descending,fun,olympic games,,,,,,,,,,,
🏌,person golfing,superiority,letting go,coolness,relaxation,hobby,,,,,,,,,,,,,
🏌️‍♂️,man golfing,superiority,letting go,coolness,relaxation,hobby,,,,,,,,,,,,,
🏌️‍♀️,woman golfing,superiority,letting go,coolness,relaxation,hobby,,,,,,,,,,,,,
🏄,person surfing,ocean,riding,beach lifestyle,freedom,vacation,learn,,,,,,,,,,,,
🏄‍♂️,man surfing,ocean,riding,beach lifestyle,freedom,vacation,learn,,,,,,,,,,,,
🏄‍♀️,woman surfing,ocean,riding,beach lifestyle,freedom,vacation,learn,,,,,,,,,,,,
🚣,person rowing boat,calm,sport,competitive,romantic ,ironic,avoid responsibility,fishing,peaceful,enjoy,alone time,,,,,,,,
🚣‍♂️,man rowing boat,calm,sport,competitive,romantic ,ironic,avoid responsibility,fishing,peaceful,enjoy,alone time,,,,,,,,
🚣‍♀️,woman rowing boat,calm,sport,competitive,romantic ,ironic,avoid responsibility,fishing,peaceful,enjoy,alone time,,,,,,,,
🏊,person swimming,exercise,sport,enjoyment,,,,,,,,,,,,,,,
🏊‍♂️,man swimming,exercise,sport,enjoyment,,,,,,,,,,,,,,,
🏊‍♀️,woman swimming,exercise,sport,enjoyment,summer,,,,,,,,,,,,,,
⛹,person bouncing ball,basketball,sport,back and forth,difficult decision,deciding,game,,,,,,,,,,,,
⛹️‍♂️,man bouncing ball,basketball,sport,back and forth,difficult decision,deciding,game,,,,,,,,,,,,
⛹️‍♀️,woman bouncing ball,basketball,sport,back and forth,difficult decision,deciding,game,,,,,,,,,,,,
🏋,person lifting weights,strong,muscle,hard work,competition,regime,workout,body building,power,capable,,,,,,,,,
🏋️‍♂️,man lifting weights,strong,muscle,hard work,competition,regime,workout,body building,power,capable,,,,,,,,,
🏋️‍♀️,woman lifting weights,strong,muscle,hard work,competition,regime,workout,body building,power,capable,,,,,,,,,
🚴,person biking,leisure,transport,tour de france,adventure,vacation,exercise,sport,,,,,,,,,,,
🚴‍♂️,man biking,leisure,transport,tour de france,adventure,vacation,exercise,sport,,,,,,,,,,,
🚴‍♀️,woman biking,leisure,transport,tour de france,adventure,vacation,exercise,sport,,,,,,,,,,,
🚵,mountain biking,leisure,transport,adventure,vacation,exercise,sport,,,,,,,,,,,,
🚵‍♂️,mountain biking,leisure,transport,adventure,vacation,exercise,sport,,,,,,,,,,,,
🚵‍♀️,mountain biking,leisure,transport,adventure,vacation,exercise,sport,,,,,,,,,,,,
🤸,person cartwheeling,childhood,gymnastics,celebration,balance,strength,reminiscing ,success,,,,,,,,,,,
🤸‍♂️,man cartwheeling,childhood,gymnastics,celebration,balance,strength,reminiscing ,success,,,,,,,,,,,
🤸‍♀️,woman cartwheeling,childhood,gymnastics,celebration,balance,strength,reminiscing ,success,,,,,,,,,,,
🤼,people wrestling,overpower,sport,opponent,strength,tactful,power,struggle,muscle,tough ,,,,,,,,,
🤼‍♂️,men wrestling,overpower,sport,opponent,strength,tactful,power,struggle,muscle,tough ,,,,,,,,,
🤼‍♀️,women wrestling,overpower,sport,opponent,strength,tactful,power,struggle,muscle,tough ,,,,,,,,,
🤽,person playing water polo,throw,teammates,enjoyment ,big splash,sport,fun,,,,,,,,,,,,
🤽‍♂️,man playing water polo,throw,teammates,enjoyment ,big splash,sport,fun,,,,,,,,,,,,
🤽‍♀️,woman playing water polo,throw,teammates,enjoyment ,big splash,sport,fun,,,,,,,,,,,,
🤾,person playing handball,throw,dive,jumping,sport,opponent,teammates,roughness,fun,competitive ,endurance,preparing,,,,,,,
🤾‍♂️,man playing handball,throw,dive,jumping,sport,opponent,teammates,roughness,fun,competitive ,endurance,preparing,,,,,,,
🤾‍♀️,woman playing handball,throw,dive,jumping,sport,opponent,teammates,roughness,fun,competitive ,endurance,preparing,,,,,,,
🤹,person juggling,hand eye coordination,skill,party trick,success,fun,circus,disaster waiting to happen,balance,,,,,,,,,,
🤹‍♂️,man juggling,hand eye coordination,skill,party trick,success,fun,circus,disaster waiting to happen,balance,,,,,,,,,,
🤹‍♀️,woman juggling,hand eye coordination,skill,party trick,success,fun,circus,disaster waiting to happen,balance,,,,,,,,,,
🧘,person in lotus position,meditation,yoga,relaxation,calming,clearing your mind,low energy,mental focus,,,,,,,,,,,
🧘‍♂️,man in lotus position,meditation,yoga,relaxation,calming,clearing your mind,low energy,mental focus,,,,,,,,,,,
🧘‍♀️,woman in lotus position,meditation,yoga,relaxation,calming,clearing your mind,low energy,mental focus,,,,,,,,,,,
🛀,bath,relaxation,self care,self love,clean,routine,,,,,,,,,,,,,
🛌,bed,relaxing,sleeping,hotel,resting,tired,,,,,,,,,,,,,
🧑‍🤝‍🧑,people holding hands,sexuality,romantic,relationship,friendship,love,lust,caring,close,support,,,,,,,,,
👭,women holding hands,sexuality,romantic,relationship,friendship,love,lust,caring,close,support,gay,,,,,,,,
👫,woman and man holding hands,sexuality,romantic,relationship,friendship,love,lust,caring,close,support,,,,,,,,,
👬,men holding hands,sexuality,romantic,relationship,friendship,love,lust,caring,close,support,brotherhood,gay,,,,,,,
💏,kiss,romantic,sex,in love,friendship,lust,relationship,,,,,,,,,,,,
👩‍❤️‍💋‍👨,kiss woman man,romantic,sex,in love,friendship,lust,relationship,,,,,,,,,,,,
👨‍❤️‍💋‍👨,kiss man man,romantic,sex,in love,friendship,lust,relationship,gay,brothers,,,,,,,,,,
👩‍❤️‍💋‍👩,kiss woman woman,romantic,sex,in love,friendship,lust,relationship,gay,lesbian,sisters,,,,,,,,,
💑,couple with heart,in love,romantic,declaration,wonder,gay,hint,doubt,,,,,,,,,,,
👩‍❤️‍👨,couple with heart woman man,in love,romantic,declaration,wonder,gay,hint,doubt,,,,,,,,,,,
👨‍❤️‍👨,couple with heart man man,in love,romantic,declaration,wonder,gay,hint,doubt,boyfriend,gay,,,,,,,,,
👩‍❤️‍👩,couple with heart woman woman,in love,romantic,declaration,wonder,gay,hint,doubt,lesbian,,,,,,,,,,
👪,family,parenthood,same sex parent,,,,,,,,,,,,,,,,
👨‍👩‍👦,family man woman boy,dream,lust,congratulations,holidays,parents,child,happiness,,,,,,,,,,,
👨‍👩‍👧,family man woman girl,dream,lust,congratulations,holidays,parents,child,happiness,,,,,,,,,,,
👨‍👩‍👧‍👦,family man woman girl boy,happiness,holidays,parents,children,,,,,,,,,,,,,,
👨‍👩‍👦‍👦,family man woman boy boy,happiness,holidays,parents,children,,,,,,,,,,,,,,
👨‍👩‍👧‍👧,family man woman girl girl,happiness,holidays,parents,children,,,,,,,,,,,,,,
👨‍👨‍👦,family man man boy,dad,gay,same sex parent,child,dream,lust,congratulations,holidays,happiness,struggle,,,,,,,,
👨‍👨‍👧,family man man girl,dad,gay,same sex parent,child,dream,lust,congratulations,holidays,happiness,struggle,,,,,,,,
👨‍👨‍👧‍👦,family man man girl boy,dad,gay,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👨‍👨‍👦‍👦,family man man boy boy,dad,gay,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👨‍👨‍👧‍👧,family man man girl girl,dad,gay,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👩‍👩‍👦,family woman woman boy,mum,lesbian,same sex parent,child,dream,lust,congratulations,holidays,happiness,struggle,,,,,,,,
👩‍👩‍👧,family woman woman girl,mum,lesbian,same sex parent,child,dream,lust,congratulations,holidays,happiness,struggle,,,,,,,,
👩‍👩‍👧‍👦,family woman woman girl boy,mum,lesbian,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👩‍👩‍👦‍👦,family woman woman boy boy,mum,lesbian,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👩‍👩‍👧‍👧,family woman woman girl girl,mum,lesbian,same sex parent,children,happiness,holidays,,,,,,,,,,,,
👨‍👦,family man boy,single father,happiness,proud,single parent,teacher,,,,,,,,,,,,,
👨‍👦‍👦,family man boy boy,single father,happiness,proud,single parent,,,,,,,,,,,,,,
👨‍👧,family man girl,single father,happiness,proud,single parent,teacher,,,,,,,,,,,,,
👨‍👧‍👦,family man girl boy,single father,happiness,proud,single parent,,,,,,,,,,,,,,
👨‍👧‍👧,family man girl girl,single father,happiness,proud,single parent,,,,,,,,,,,,,,
👩‍👦,family woman boy,single mother,happiness,proud,single parent,motherly,teacher,,,,,,,,,,,,
👩‍👦‍👦,family woman boy boy,single mother,happiness,proud,single parent,motherly,,,,,,,,,,,,,
👩‍👧,family woman girl,single mother,happiness,proud,single parent,motherly,teacher,,,,,,,,,,,,
👩‍👧‍👦,family woman girl boy,single mother,happiness,proud,single parent,motherly,,,,,,,,,,,,,
👩‍👧‍👧,family woman girl girl,single mother,happiness,proud,single parent,motherly,,,,,,,,,,,,,
🗣,silhouette,speaking,mansplaining,shouting,condescending,explaining,,,,,,,,,,,,,
👤,silhouette,anonymity,faceless,invisible,antisocial,soul,self,mystery,unknown,personality,,,,,,,,,
👥,silhouette,anonymity,faceless,invisible,split personality,mysterious,,,,,,,,,,,,,
🫂,silhouette,excitement,faceless,clingy,affection,need of some affection,suffocating,need some space,loving,needy,hug,,,,,,,,
👣,footprints,love,walking,beach,travel,dirty,contribution ,baby,mischief,leaving,crime scene,,,,,,,,
🦰,red hair,ginger,no soul,,,,,,,,,,,,,,,,
🦱,curly hair,bouncy hair,attractive,,,,,,,,,,,,,,,,
🦳,white hair,beautiful,growing old,silver fox,bleached hair,,,,,,,,,,,,,,
🦲,bald,hair cut,trim,cancer,monk,healing,,,,,,,,,,,,,
🐵,monkey,zoo,playful,cheeky,chinese zodiac,jokingly,joyful,friendly insult,silly,,,,,,,,,,
🐒,monkey,zoo,safari,playful,cheeky,chinese zodiac,jokingly,joyful,friendly insult,silly,,,,,,,,,
🦍,gorilla,zoo,safari,strong,powerful,hug,late,dominant,lack of intelligence,leader,,,,,,,,,
🦧,orangutan,zoo,safari,strong,powerful,hug,cute,scratching its head,thinking,friendly,,,,,,,,,
🐶,dog,pet,chinese zodiac,playful,friendly,beloved,loyal,best friend,cuteness,companion ,,,,,,,,,
🐕,dog,pet,chinese zodiac,playful,friendly,beloved,loyal,best friend,cuteness,companion ,,,,,,,,,
🦮,guide dog,training,needing guidance,duty,beloved,loyal,friendly,companion ,aid,confused,visually impaired,blind,,,,,,,
🐕‍🦺,service dog,training,needing guidance,duty,beloved,loyal,friendly,companion ,aid,safety,physical health,mental heath,,,,,,,
🐩,poodle,pet,curly hair,fluffy,ornamental,devoted,elegant,beloved,show dog,cute,,,,,,,,,
🐺,wolf,lone wolf,menacing,loneliness,midnight,,,,,,,,,,,,,,
🦊,fox,playful,friendly,affectionate,graceful,fluffy,slyness,agility,forest,,,,,,,,,,
🦝,raccoon,friendly,nocturnal,shy,night,plump,rash,crafty,thieves,stealing,,,,,,,,,
🐱,cat,pet,beloved,friendly,affectionate,graceful,cuteness,domestic,independence,,,,,,,,,,
🐈,cat,pet,beloved,friendly,domestic,graceful,beauty,selfish,gracefulness,cuteness,independence,,,,,,,,
🐈‍⬛,black cat,pet,beloved,friendly,decoration,halloween ,bad luck,elegant,gracefulness,beauty,,,,,,,,,
🦁,lion,friendly,affectionate,jungle,leo,dangerous,strength,fluffy,braveness,sports team,leader,,,,,,,,
🐯,tiger,friendly,affectionate,cute,adorable,chinese zodiac,,,,,,,,,,,,,
🐅,tiger,chinese zodiac,pattern,cute,beautiful,strong,traveling,courage ,wild,gracefulness,nobleness,deadliness,,,,,,,
🐆,leopard,fashion,late,graceful,beauty,amazing,wild,agility,fast,gracefulness,wild,power,elegance,pattern,,,,,
🐴,horse face,pet,goofy,joking,sport,noble,riding,active,unpleasant laughter,unattractive face,,,,,,,,,
🐎,horse,galloping,riding,chinese zodiac,joking,fun,races,noble,late,transportation,,,,,,,,,
🦄,unicorn,love,fantasy,mythical,whimsy,uniqueness,peace,colorful,rainbow,wishes,fairytale,magical powers,majestic,,,,,,
🦓,zebra,zoo,safari,uniqueness,,,,,,,,,,,,,,,
🦌,deer,christmas,graceful,walking,friendly,magestic,mysterious,shyness,slender,nice legs,eager,curious,,,,,,,
🦬,bison,woolly,bulky, beasts,big,fat,full,,,,,,,,,,,,
🐮,cow,friendly,affectionate,farm,unattractive appearance,clumsy,,,,,,,,,,,,,
🐂,ox,chinese zodiac,taurus,farm,lifting,farming,milk,insult,heavy,strong ,huge,mascots,,,,,,,
🐃,water buffalo,rice,fields,asia,pulling a plow,farming,,,,,,,,,,,,,
🐄,cow,farm,meat,cute,milk,friendly,insult ,fat,,,,,,,,,,,
🐷,pig,friendly,bacon,affectionate,chinese zodiac,cute,dirtiness,friendly insult,,,,,,,,,,,
🐖,pig,bacon,farm,meat,plump,chinese zodiac,wild,dirt,bad manners,insult,unpleasant traits,bad habits,basic, insult,fat,impolite behaviour,,,
🐗,boar,friendly,wild,hairy,tusks,anger,sport,dangerous,strong,mascots,unattractive,sports team,insult,dirtiness,,,,,
🐽,pig nose,cute,snout,secret,disgust,friendly insult,self deprecating,dirty,,,,,,,,,,,
🐏,ram,chinese zodiac,aries,farm,wool,stubborn,stupid,,,,,,,,,,,,
🐑,ewe,meat,wool,milk,chinese zodiac,warm,fluffy,farm,unintelligent,naivety,submissiveness,unlogical,insult,to follow blindly,,,,,
🐐,goat,meat,milk,chinese zodiac,capricorn,farm,aggressiveness,wool,stubbornness,stupidity,insult,greatness,,,,,,,
🐪,camel,asia,hump,sturdiness,cigarette,desert,dehydration,hot weather,dry weather,camel toe,perseverance,,,,,,,,
🐫,two hump camel,asia,hump,sturdiness,cigarette,desert,dehydration,hot weather,dry weather,camel toe,perseverance,,,,,,,,
🦙,llama,sport,wool,friendly,cute,love,strength,zoo,pet,farm,traveling,afraid,hardy,hungry,peru,confidence,persistent,loml,
🦒,giraffe,safari,zoo,tallest,long neck,graceful,heights,,,,,,,,,,,,
🐘,elephant,safari,zoo,asian,cirucs,anger,friendly,dangerous,insult,caring,kind,huge,africa,india ,overweight,,,,
🦣,mammoth,wool,tusks,ancient,hairy, beasts,museum,woolly,big,dirty,need haircut,,,,,,,,
🦏,rhinoceros,safari,zoo,hug,extinct,poachers,valuable,rare,africa,hunted,ivory,,,,,,,,
🦛,hippopotamus,safari,zoo,insult,tusks,cute,fat,water baby,,,,,,,,,,,
🐭,mouse,pet,friendly,mouse,affectionate,buck teeth,rodent,adorable,traitor,rat,,,,,,,,,
🐁,mouse,pet,rodent,disgust,cute,traitors,,,,,,,,,,,,,
🐀,rat,pet,rodent,chinese zodiac,love,disgust,traitors,informers,shady,criminals,insult,,,,,,,,
🐹,hamster,pet,beloved,friendly,affectionate,rodent,puffy cheeks,chill,buck teeth,fields,greed,cute,,,,,,,
🐰,rabbit face,pet,beloved,friendly,affectionate,easter,buck teeth,fluffy,adorable,bunny,cowardice,speed,chinese zodiac,,,,,,
🐇,rabbit,pet,beloved,easter,bunny,chinese zodiac,magic,cuteness,wild,meat,coward,speed,late,farm animal,,,,,
🐿,chipmunk,puffy cheeks,shy,buck teeth,cuteness,parks,walks,adorable,,,,,,,,,,,
🦫,beaver,working hard,cute,rodent,making dams,talking,chewing,building,river,poking fun,buck teeth,eagerness,,,,,,,
🦔,hedgehog,cute,ball up,pets,spikes,scared,laidback,small,defence,eagerness,garden,,,,,,,,
🦇,bat,flying,covid 19,halloween,nocturnal,spooky,scary,caves,camping ,night time,,,,,,,,,
🐻,bear,friendly,affectionate,teddy,cuteness,strength,forests,strong,laziness,softness,big,,,,,,,,
🐻‍❄️,polar bear,friendly,winter,bulky, beasts,power,beauty,powerful,christmas,cold,cute,adorable,,,,,,,
🐨,koala,friendly,sleeping,affectionate,fluffy,cuteness,adorable,australian,traveling,environment protection,,,,,,,,,
🐼,panda,friendly,affectionate,bamboo,cuteness,adorable,loveliness,china,,,,,,,,,,,
🦥,sloth,slow,lazy,cute,adorable,friendly,,,,,,,,,,,,,
🦦,otter,playful,cuteness,adorable,swim,water baby,,,,,,,,,,,,,
🦨,skunk,shy,threatened,smelly,stinker,foul personality,stinks,odour,garden,,,,,,,,,,
🦘,kangaroo,jumping,outback,bodybuilder,australia,fight,punches,boxing,,,,,,,,,,,
🦡,badger,friendly,nocturnal,durability,tough,stubborn,,,,,,,,,,,,,
🐾,paw prints,dirty,dog,,,,,,,,,,,,,,,,
🦃,turkey,bird,tradition,christmas,thanksgiving,roasted,meat,,,,,,,,,,,,
🐔,chicken,bird,meat,coward,eggs,,,,,,,,,,,,,,
🐓,rooster,bird,sexual,chinese zodiac,farm,scream,crowing,wake up call,early morning,loud,sunrise,insult,,,,,,,
🐣,hatching chick,bird,baby,affectionate,cute,easter,confused,cowardice,life,,,,,,,,,,
🐤,baby chick,bird,affectionate,easter,friendly,cute,adorable,cowardice,insult,,,,,,,,,,
